@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
56,'2025/11/15 19:21:58:367',1,0.517155,0.207389,0.570497,0.252365,0.603464,0.598249,0.37731,0.561305,0.398163,0.542239,0.473329,0.559892,0.575954,0.57321,0.634887,0.583808,0.686426,0.494707,0.469633,0.478344,0.597604,0.478808,0.677003,0.477942,0.741004,0.455846,0.431278,0.489412,0.470906,0.528692,0.413067,0.546225,0.363717,0.430499,0.372324,0,0,0.473919,0.390235,0.509897,0.353434,0.322916,1
57,'2025/11/15 19:21:58:373',1,0.537244,0.206093,0.591361,0.258396,0.622254,0.616391,0.380322,0.580442,0.399061,0.565932,0.476939,0.586381,0.577455,0.599156,0.63724,0.609559,0.689401,0.516998,0.473736,0.499828,0.599378,0.49779,0.678699,0.496525,0.740076,0.47584,0.435421,0.500735,0.478269,0.542788,0.424624,0.567157,0.374647,0.447781,0.376224,0,0,0.48375,0.396575,0.522026,0.361163,0.327714,1
58,'2025/11/15 19:21:58:421',1,0.55296,0.206559,0.61043,0.255979,0.64323,0.639432,0.378221,0.602843,0.396276,0.586945,0.479782,0.60538,0.577154,0.617529,0.636203,0.627157,0.688494,0.535911,0.480697,0.52265,0.602291,0.519273,0.683041,0.515447,0.746578,0.492805,0.444853,0.523456,0.477799,0.565354,0.419991,0.589098,0.36923,0.463402,0.387189,0,0,0.505712,0.398947,0.542374,0.363357,0.324508,1
59,'2025/11/15 19:21:58:437',1,0.582052,0.211547,0.633957,0.264419,0.663091,0.656903,0.383351,0.618673,0.39818,0.602657,0.480237,0.622,0.580334,0.634322,0.639552,0.643238,0.694086,0.554749,0.477396,0.543631,0.602454,0.542696,0.683476,0.540343,0.748332,0.513463,0.440286,0.539295,0.482065,0.580645,0.427049,0.603823,0.37754,0.484236,0.381918,0,0,0.520938,0.402764,0.559102,0.368568,0.333237,1
60,'2025/11/15 19:21:58:463',1,0.593112,0.207559,0.647811,0.261641,0.681154,0.679775,0.381826,0.64271,0.406329,0.619726,0.479935,0.639318,0.580616,0.652541,0.641662,0.662623,0.697491,0.572719,0.478928,0.568287,0.603539,0.567714,0.687774,0.565456,0.755509,0.531121,0.442038,0.568096,0.478553,0.606568,0.419899,0.62619,0.368335,0.500169,0.38351,0,0,0.541196,0.406094,0.577756,0.369961,0.327917,1
61,'2025/11/15 19:21:58:509',1,0.61357,0.21403,0.665383,0.264375,0.698082,0.694442,0.388858,0.653612,0.412772,0.631898,0.486377,0.655809,0.589702,0.671,0.65203,0.681634,0.708088,0.58574,0.482427,0.584092,0.608741,0.585625,0.688909,0.583674,0.752644,0.545855,0.444982,0.588207,0.482968,0.626334,0.422619,0.644295,0.370805,0.51613,0.38724,0,0,0.55964,0.411564,0.597303,0.371426,0.334084,1
62,'2025/11/15 19:21:58:567',1,0.624415,0.213566,0.676588,0.26222,0.710554,0.709097,0.384576,0.66877,0.409255,0.647837,0.490542,0.67146,0.594785,0.685509,0.65791,0.69567,0.716432,0.601024,0.486601,0.595888,0.615368,0.595972,0.697415,0.593857,0.763107,0.561395,0.448012,0.595987,0.491724,0.635848,0.428568,0.65567,0.373198,0.533658,0.38946,0,0,0.573599,0.413373,0.61252,0.369468,0.330373,1
63,'2025/11/15 19:21:58:571',1,0.627786,0.217046,0.681656,0.264738,0.718695,0.719417,0.384847,0.683049,0.409921,0.658766,0.49089,0.685742,0.597426,0.703005,0.660644,0.715996,0.717917,0.610769,0.487772,0.605576,0.619991,0.608481,0.702984,0.60782,0.769318,0.569506,0.450065,0.607937,0.489173,0.649406,0.424517,0.66825,0.37062,0.540707,0.392875,0,0,0.583211,0.413319,0.621286,0.371503,0.331281,1
64,'2025/11/15 19:21:58:615',1,0.633165,0.216972,0.689555,0.264901,0.72942,0.733007,0.386112,0.695325,0.409783,0.669642,0.495083,0.696806,0.598996,0.713498,0.661565,0.726758,0.719029,0.621153,0.491848,0.616431,0.621844,0.61995,0.703736,0.620794,0.770481,0.580111,0.45411,0.619712,0.493282,0.658739,0.426331,0.676525,0.371644,0.551612,0.396192,0,0,0.595148,0.414515,0.632883,0.372532,0.331464,1
65,'2025/11/15 19:21:58:637',1,0.639988,0.211363,0.69635,0.257324,0.738544,0.743491,0.384677,0.705196,0.40859,0.680938,0.496666,0.708459,0.599352,0.724103,0.661472,0.734483,0.719044,0.631457,0.493086,0.629402,0.622768,0.634517,0.702526,0.634705,0.768923,0.589734,0.455367,0.633694,0.492331,0.669849,0.422054,0.68179,0.367354,0.560363,0.396735,0,0,0.609029,0.417252,0.645465,0.370783,0.327247,1
66,'2025/11/15 19:21:58:689',1,0.648116,0.212907,0.706193,0.256308,0.748668,0.753838,0.382001,0.716268,0.410268,0.69386,0.495954,0.720352,0.598216,0.735068,0.659868,0.745098,0.715688,0.644218,0.495893,0.641127,0.624007,0.646104,0.703512,0.646986,0.766984,0.601945,0.461903,0.647634,0.490064,0.682718,0.42193,0.693996,0.368862,0.57224,0.407078,0,0,0.623072,0.415004,0.656597,0.368637,0.324781,1
67,'2025/11/15 19:21:58:698',1,0.660792,0.211974,0.718807,0.255426,0.761321,0.76433,0.381317,0.724549,0.407864,0.704775,0.497549,0.730015,0.597242,0.74332,0.659029,0.752869,0.716865,0.653844,0.496412,0.651861,0.623278,0.655553,0.704785,0.655393,0.77213,0.610736,0.461649,0.653326,0.496635,0.6917,0.428078,0.707083,0.373212,0.580694,0.40572,0,0,0.631373,0.417638,0.668032,0.371316,0.323453,1
68,'2025/11/15 19:21:58:747',1,0.670314,0.210259,0.725708,0.252464,0.767544,0.77409,0.377589,0.737077,0.404879,0.713778,0.493017,0.738472,0.594412,0.75216,0.656752,0.762486,0.714389,0.663498,0.49186,0.660313,0.62038,0.665918,0.700949,0.667465,0.767836,0.620523,0.458323,0.667367,0.497037,0.703845,0.423104,0.716082,0.365618,0.591181,0.404323,0,0,0.646086,0.416424,0.680575,0.366773,0.320417,1
69,'2025/11/15 19:21:58:801',1,0.685943,0.209667,0.740489,0.251747,0.781805,0.785576,0.379183,0.745936,0.405153,0.726134,0.492464,0.74801,0.592807,0.760638,0.653913,0.770956,0.70979,0.676347,0.490849,0.669021,0.619334,0.673757,0.698736,0.676169,0.764263,0.633166,0.456696,0.677403,0.4989,0.713774,0.426099,0.72666,0.369485,0.60324,0.402129,0,0,0.6566,0.415083,0.692211,0.365161,0.322258,1
70,'2025/11/15 19:21:58:806',1,0.692111,0.203846,0.746342,0.24743,0.787183,0.793728,0.378634,0.75793,0.404274,0.73137,0.484459,0.757046,0.588193,0.772066,0.650712,0.783811,0.707677,0.682421,0.48376,0.679109,0.615319,0.686373,0.696337,0.690283,0.762749,0.640243,0.451108,0.686126,0.498155,0.724139,0.425894,0.738222,0.367057,0.611374,0.398068,0,0,0.666205,0.415108,0.702722,0.364763,0.320105,1
71,'2025/11/15 19:21:58:847',1,0.696591,0.203896,0.752982,0.245484,0.797404,0.805017,0.376543,0.768429,0.400619,0.74328,0.487393,0.76799,0.591493,0.782377,0.653654,0.793167,0.709073,0.692768,0.486362,0.689429,0.617515,0.696716,0.698165,0.700318,0.763384,0.649059,0.453487,0.695663,0.499393,0.734033,0.42642,0.749031,0.368095,0.618867,0.400849,0,0,0.675454,0.412318,0.710745,0.361954,0.318645,1
72,'2025/11/15 19:21:58:873',1,0.705749,0.204299,0.761166,0.248002,0.804574,0.81694,0.379902,0.78212,0.404358,0.754085,0.491934,0.775795,0.59543,0.788128,0.657588,0.797384,0.714509,0.70214,0.491912,0.701498,0.619805,0.706754,0.701374,0.708136,0.769037,0.656836,0.461507,0.708985,0.502395,0.744745,0.423468,0.756814,0.362915,0.62572,0.410058,0,0,0.686444,0.416895,0.719255,0.361014,0.322015,1
73,'2025/11/15 19:21:58:923',1,0.699826,0.210997,0.757637,0.251135,0.803209,0.819495,0.384545,0.788698,0.411296,0.756598,0.50041,0.779351,0.604813,0.792831,0.667244,0.803218,0.724072,0.706848,0.50165,0.703687,0.631009,0.710772,0.712608,0.713432,0.780123,0.663579,0.4712,0.714258,0.511482,0.750095,0.435167,0.759903,0.375459,0.634716,0.420058,0,0,0.696785,0.423145,0.726912,0.36763,0.325441,1
74,'2025/11/15 19:21:58:930',1,0.709373,0.219202,0.764913,0.264022,0.809281,0.825238,0.402146,0.79369,0.428717,0.759523,0.507724,0.784085,0.609334,0.798315,0.67211,0.809887,0.728465,0.709622,0.509263,0.707534,0.642338,0.714607,0.724145,0.718185,0.789434,0.666699,0.480173,0.714598,0.528222,0.753516,0.455054,0.768013,0.394234,0.637558,0.430167,0,0,0.697424,0.438169,0.730841,0.386405,0.340402,1
75,'2025/11/15 19:21:58:981',1,0.714864,0.231222,0.770078,0.276335,0.813465,0.829138,0.414664,0.797128,0.44576,0.76238,0.515377,0.787735,0.620365,0.802702,0.683573,0.814088,0.74116,0.714404,0.517395,0.712339,0.651297,0.719297,0.733967,0.722601,0.800686,0.672592,0.48935,0.718655,0.542606,0.758532,0.471981,0.774222,0.411811,0.643567,0.441548,0,0,0.701027,0.453577,0.733961,0.402872,0.351819,1
76,'2025/11/15 19:21:59:033',1,0.715766,0.24228,0.771669,0.2869,0.816974,0.834804,0.428281,0.802896,0.451004,0.764672,0.522528,0.791987,0.630167,0.808055,0.693463,0.819534,0.751986,0.718268,0.524723,0.719668,0.659263,0.727552,0.742892,0.729752,0.811382,0.677377,0.498048,0.726991,0.552792,0.766962,0.478443,0.781666,0.416693,0.649597,0.452061,0,0,0.710995,0.46289,0.742609,0.409461,0.363942,1
77,'2025/11/15 19:21:59:039',1,0.722572,0.248905,0.77696,0.29316,0.821163,0.83882,0.43405,0.811245,0.45918,0.770676,0.528391,0.797668,0.635244,0.813934,0.699423,0.824885,0.758033,0.723225,0.530512,0.723933,0.667349,0.731921,0.751054,0.734452,0.819185,0.681999,0.503615,0.731353,0.562194,0.772726,0.488075,0.788783,0.425995,0.653588,0.45708,0,0,0.714727,0.472538,0.747658,0.418647,0.370255,1
78,'2025/11/15 19:21:59:065',1,0.727355,0.257991,0.783757,0.302485,0.828687,0.845303,0.441948,0.813643,0.468555,0.776524,0.535172,0.803137,0.64291,0.819065,0.706899,0.830743,0.765111,0.729252,0.537017,0.729827,0.673616,0.737517,0.758623,0.740003,0.828059,0.687173,0.509597,0.73408,0.571041,0.774999,0.498065,0.79132,0.436883,0.6572,0.463089,0,0,0.717401,0.479041,0.750252,0.426262,0.37937,1
79,'2025/11/15 19:21:59:137',1,0.734216,0.261373,0.78969,0.303822,0.833562,0.846147,0.444603,0.812406,0.475,0.782572,0.541733,0.807859,0.650458,0.823583,0.715311,0.835416,0.774678,0.733877,0.543215,0.73272,0.681489,0.739114,0.766601,0.741496,0.836024,0.69075,0.515121,0.735501,0.577743,0.774591,0.499218,0.79018,0.434175,0.659044,0.467072,0,0,0.7167,0.487903,0.753274,0.432163,0.38038,1
80,'2025/11/15 19:21:59:142',1,0.737616,0.263507,0.793531,0.310012,0.836028,0.84367,0.455019,0.806869,0.486919,0.783017,0.548503,0.809976,0.654987,0.825699,0.720286,0.837886,0.78057,0.733097,0.552126,0.732389,0.688336,0.738518,0.773629,0.741247,0.843295,0.689035,0.524529,0.734264,0.581422,0.773697,0.502383,0.7905,0.436627,0.657201,0.476218,0,0,0.714235,0.493646,0.751118,0.437364,0.388023,1
81,'2025/11/15 19:21:59:197',1,0.733911,0.267988,0.791214,0.313676,0.83232,0.838365,0.45876,0.801389,0.490057,0.779371,0.552233,0.809121,0.662124,0.82619,0.727901,0.837988,0.787766,0.729711,0.556015,0.730324,0.695932,0.736318,0.782481,0.737332,0.852808,0.684842,0.528115,0.727549,0.591305,0.768963,0.51172,0.786391,0.446373,0.652121,0.478872,0,0,0.70864,0.498461,0.746416,0.442755,0.393197,1
82,'2025/11/15 19:21:59:202',1,0.732468,0.273502,0.79003,0.318068,0.829478,0.833423,0.464591,0.794392,0.496092,0.778843,0.559568,0.809704,0.671936,0.826904,0.738543,0.838802,0.798362,0.72812,0.562184,0.727137,0.70404,0.732466,0.791798,0.73296,0.862745,0.682583,0.532177,0.720242,0.595233,0.761197,0.517911,0.779274,0.452573,0.648736,0.481135,0,0,0.7021,0.499588,0.740844,0.444675,0.398117,1
83,'2025/11/15 19:21:59:247',1,0.726983,0.277529,0.788098,0.325812,0.82725,0.827615,0.470764,0.786697,0.504338,0.777731,0.566406,0.811283,0.679761,0.828932,0.74739,0.841251,0.807827,0.726704,0.568303,0.726233,0.71104,0.729245,0.798692,0.727934,0.869439,0.680193,0.536162,0.712089,0.602865,0.751135,0.525999,0.76915,0.460502,0.644916,0.48189,0,0,0.691112,0.509939,0.729014,0.4554,0.404911,1
84,'2025/11/15 19:21:59:270',1,0.726068,0.283146,0.78735,0.329265,0.82569,0.823345,0.473252,0.782093,0.511453,0.778828,0.571949,0.814191,0.687152,0.832906,0.756238,0.845068,0.818466,0.726944,0.574162,0.72684,0.720519,0.729645,0.808439,0.727505,0.880964,0.679127,0.540792,0.707823,0.611035,0.745498,0.529793,0.76217,0.462936,0.641765,0.48511,0,0,0.684677,0.516329,0.721881,0.459281,0.408407,1
85,'2025/11/15 19:21:59:324',1,0.729555,0.288767,0.789025,0.339802,0.822143,0.817439,0.482247,0.776317,0.519348,0.777817,0.579129,0.816664,0.694113,0.836538,0.764292,0.851241,0.827576,0.724743,0.580982,0.725181,0.728154,0.727976,0.81733,0.72682,0.890628,0.676187,0.546903,0.704095,0.613935,0.740521,0.531735,0.757272,0.463682,0.639194,0.489986,0,0,0.679509,0.523676,0.716284,0.466124,0.419463,1
86,'2025/11/15 19:21:59:331',1,0.731655,0.294015,0.788369,0.345848,0.819687,0.812277,0.487664,0.772428,0.525002,0.778248,0.586695,0.818313,0.702398,0.840569,0.773176,0.856659,0.837191,0.726161,0.589169,0.72719,0.736343,0.728603,0.825769,0.725978,0.900326,0.676579,0.554669,0.702559,0.621978,0.737131,0.537675,0.752174,0.470088,0.636678,0.497094,0,0,0.674146,0.529597,0.708942,0.470561,0.427014,1
87,'2025/11/15 19:21:59:365',1,0.730255,0.296244,0.787313,0.349328,0.817064,0.810124,0.488782,0.772439,0.526901,0.778792,0.58882,0.820489,0.706624,0.842592,0.778897,0.858519,0.844069,0.726143,0.592165,0.727488,0.741586,0.728722,0.83224,0.725937,0.908821,0.675252,0.557539,0.699184,0.631102,0.732334,0.543958,0.747026,0.475021,0.633656,0.498997,0,0,0.666527,0.537028,0.701974,0.478102,0.42924,1
88,'2025/11/15 19:21:59:424',1,0.72895,0.296513,0.78699,0.349535,0.815024,0.803817,0.491096,0.764342,0.531207,0.779109,0.586225,0.820085,0.705221,0.842644,0.777691,0.859321,0.843689,0.726318,0.588999,0.72681,0.739632,0.728058,0.831252,0.725765,0.908313,0.675496,0.554534,0.693539,0.630257,0.727653,0.543047,0.743839,0.472827,0.634115,0.496175,0,0,0.661694,0.540549,0.697128,0.481207,0.431202,1
89,'2025/11/15 19:21:59:433',1,0.727942,0.292839,0.784654,0.347511,0.812222,0.801017,0.489182,0.760676,0.526229,0.77657,0.582825,0.820183,0.701864,0.84338,0.773767,0.861063,0.839042,0.724614,0.586084,0.727196,0.735236,0.729097,0.827378,0.727029,0.904629,0.674056,0.551525,0.689057,0.62814,0.724,0.54453,0.74177,0.475527,0.632023,0.493342,0,0,0.656002,0.535456,0.691298,0.478806,0.429982,1
90,'2025/11/15 19:21:59:494',1,0.722115,0.289571,0.776944,0.340464,0.802418,0.794006,0.479035,0.758728,0.523556,0.772754,0.580847,0.817633,0.697719,0.840951,0.769379,0.858417,0.834141,0.721238,0.584824,0.725235,0.733274,0.727611,0.824417,0.725696,0.900976,0.670861,0.550801,0.685632,0.625388,0.720568,0.542841,0.73832,0.47454,0.628879,0.493235,0,0,0.652131,0.535886,0.686608,0.4795,0.41846,1
91,'2025/11/15 19:21:59:536',1,0.720742,0.285406,0.775413,0.338098,0.800127,0.790712,0.48275,0.750884,0.525437,0.769715,0.578492,0.81441,0.696017,0.838401,0.768032,0.856093,0.833339,0.718083,0.582511,0.722233,0.730588,0.724086,0.822082,0.721512,0.899136,0.666902,0.548154,0.680119,0.622234,0.714275,0.538425,0.731501,0.469657,0.624312,0.49006,0,0,0.647246,0.534711,0.681901,0.478883,0.419895,1
92,'2025/11/15 19:21:59:541',1,0.717776,0.288141,0.773359,0.344165,0.799095,0.788862,0.486999,0.746428,0.52409,0.765881,0.57855,0.809746,0.695499,0.833327,0.767662,0.851007,0.833025,0.714061,0.581461,0.716841,0.730305,0.718458,0.82125,0.715727,0.898216,0.663881,0.546389,0.677385,0.620381,0.711651,0.53795,0.728829,0.470652,0.622109,0.487603,0,0,0.644413,0.53565,0.678981,0.482288,0.425553,1
93,'2025/11/15 19:21:59:564',1,0.714455,0.288862,0.769145,0.34428,0.794845,0.783737,0.489674,0.740714,0.529004,0.761186,0.582726,0.80536,0.698875,0.830054,0.771438,0.847803,0.836455,0.709522,0.585358,0.711658,0.735675,0.713563,0.826397,0.710817,0.903266,0.659408,0.550269,0.674276,0.624356,0.70762,0.542137,0.723576,0.475103,0.616976,0.491156,0,0,0.639717,0.540731,0.674402,0.486423,0.425748,1
94,'2025/11/15 19:21:59:614',1,0.704417,0.300849,0.761006,0.353316,0.791923,0.782651,0.498318,0.738077,0.537463,0.755212,0.589318,0.798806,0.706507,0.823087,0.779511,0.841129,0.844859,0.704099,0.592617,0.704881,0.744014,0.706636,0.833965,0.7045,0.909779,0.654695,0.558806,0.668249,0.635998,0.700383,0.555604,0.716007,0.490207,0.613519,0.501536,0,0,0.636134,0.549805,0.670328,0.492911,0.432492,1
95,'2025/11/15 19:21:59:661',1,0.699744,0.314504,0.757634,0.36887,0.7866,0.77735,0.512292,0.736004,0.551394,0.749936,0.608511,0.793011,0.723724,0.817522,0.796043,0.83424,0.861072,0.698189,0.609783,0.698803,0.759524,0.69958,0.849293,0.695158,0.925713,0.649209,0.572721,0.661667,0.653333,0.696319,0.571205,0.712431,0.505659,0.609679,0.510923,0,0,0.632142,0.56383,0.667175,0.507421,0.45046,1
96,'2025/11/15 19:21:59:673',1,0.702596,0.326737,0.760522,0.38814,0.78523,0.771649,0.52727,0.733541,0.564316,0.744921,0.620006,0.786291,0.736203,0.80954,0.808719,0.825361,0.87362,0.693329,0.619729,0.692317,0.76972,0.692417,0.859992,0.687902,0.936208,0.645386,0.582965,0.657064,0.663241,0.691386,0.584702,0.707787,0.519725,0.607386,0.522663,0,0,0.62976,0.576672,0.664937,0.52322,0.470722,1
97,'2025/11/15 19:21:59:697',1,0.702336,0.335436,0.758601,0.39778,0.781705,0.762981,0.539084,0.723398,0.572158,0.741066,0.62778,0.781482,0.743003,0.804223,0.815473,0.819769,0.880141,0.688749,0.626775,0.686002,0.776864,0.686128,0.867209,0.681129,0.942435,0.641052,0.58864,0.651179,0.667132,0.688401,0.588147,0.706845,0.522782,0.603905,0.526306,0,0,0.624611,0.579612,0.65958,0.526744,0.483139,1
98,'2025/11/15 19:21:59:743',1,0.681451,0.339037,0.744657,0.397351,0.77592,0.756936,0.53913,0.717966,0.574122,0.729764,0.625938,0.771282,0.743327,0.794366,0.816533,0.810743,0.882172,0.677455,0.627275,0.677407,0.775499,0.677965,0.867939,0.673664,0.944495,0.629195,0.591377,0.640864,0.667147,0.678159,0.590273,0.697773,0.523625,0.589809,0.530729,0,0,0.611665,0.585557,0.648298,0.5321,0.478362,1
99,'2025/11/15 19:21:59:801',1,0.655905,0.343228,0.724698,0.402514,0.76093,0.742795,0.538302,0.704859,0.566326,0.715517,0.628892,0.754842,0.744377,0.778186,0.816684,0.795025,0.882169,0.663444,0.62912,0.663376,0.772114,0.664777,0.863249,0.662137,0.939264,0.616146,0.592898,0.62539,0.668104,0.662507,0.59719,0.683283,0.53376,0.577868,0.533218,0,0,0.599447,0.582592,0.635424,0.53285,0.482618,1
100,'2025/11/15 19:21:59:806',1,0.63217,0.352992,0.700777,0.409036,0.743847,0.720518,0.544961,0.675043,0.572906,0.694799,0.635283,0.733075,0.749327,0.755087,0.820561,0.772168,0.883568,0.640833,0.63328,0.640384,0.778483,0.641675,0.870644,0.639915,0.945847,0.592806,0.597403,0.605404,0.666411,0.641263,0.595643,0.660698,0.533943,0.552499,0.538574,0,0,0.573551,0.585067,0.610687,0.537706,0.487115,1
101,'2025/11/15 19:21:59:831',1,0.605942,0.351214,0.669733,0.412122,0.700472,0.676523,0.546234,0.63825,0.57659,0.663096,0.640321,0.698776,0.750643,0.719627,0.822008,0.735949,0.886661,0.610662,0.639997,0.606326,0.776987,0.604679,0.866607,0.60202,0.938641,0.563311,0.603912,0.569402,0.661993,0.603697,0.596714,0.624481,0.537326,0.524769,0.545846,0,0,0.539711,0.587886,0.573095,0.541212,0.490439,1
102,'2025/11/15 19:21:59:890',1,0.574558,0.35507,0.637717,0.41682,0.667786,0.635663,0.553995,0.595584,0.588073,0.627903,0.649333,0.659763,0.755755,0.678745,0.82667,0.692187,0.88853,0.571637,0.651474,0.56618,0.779513,0.56251,0.86614,0.55751,0.932266,0.521227,0.619177,0.523942,0.662793,0.561671,0.602194,0.58626,0.543758,0.479028,0.56257,0,0,0.500247,0.57982,0.538602,0.53179,0.497886,1
103,'2025/11/15 19:21:59:898',1,0.549242,0.355126,0.610385,0.420586,0.638903,0.610225,0.557511,0.563939,0.575572,0.596024,0.660196,0.621263,0.763473,0.637629,0.829833,0.649412,0.88869,0.538458,0.660152,0.530908,0.782796,0.525164,0.864474,0.517549,0.929729,0.489086,0.621093,0.47848,0.680458,0.517016,0.614001,0.545566,0.554797,0.452112,0.554429,0,0,0.464433,0.577282,0.501278,0.52905,0.508021,1
104,'2025/11/15 19:21:59:949',1,0.538451,0.345278,0.595412,0.420989,0.611972,0.574272,0.565545,0.528442,0.586576,0.567083,0.662997,0.584408,0.768675,0.596457,0.834369,0.607324,0.89151,0.510027,0.651146,0.492726,0.775095,0.48251,0.853611,0.473291,0.916632,0.462507,0.602004,0.449039,0.675206,0.487305,0.606657,0.515458,0.546426,0.428803,0.528474,0,0,0.433362,0.568419,0.470047,0.522989,0.516102,1
105,'2025/11/15 19:22:00:001',1,0.526575,0.331037,0.576912,0.401317,0.580167,0.5408,0.548078,0.497128,0.585151,0.534673,0.640755,0.548951,0.755148,0.558402,0.822459,0.564868,0.882112,0.482376,0.628201,0.459564,0.760945,0.44469,0.844941,0.430892,0.912524,0.439103,0.579506,0.425353,0.659045,0.463187,0.594726,0.488078,0.53619,0.408067,0.508094,0,0,0.407742,0.568027,0.444958,0.521168,0.495459,1
106,'2025/11/15 19:22:00:006',1,0.47915,0.334038,0.531137,0.406393,0.538736,0.507504,0.552023,0.463135,0.584217,0.499733,0.631126,0.51934,0.749759,0.532041,0.816814,0.53996,0.878139,0.450147,0.623285,0.429894,0.758558,0.416302,0.841645,0.402773,0.910148,0.409741,0.579384,0.399227,0.649042,0.437048,0.576967,0.461299,0.517104,0.380523,0.51392,0,0,0.384363,0.560837,0.419916,0.51463,0.498209,1
107,'2025/11/15 19:22:00:033',1,0.4545,0.329185,0.50473,0.397118,0.518679,0.489614,0.544321,0.446169,0.572468,0.474471,0.621468,0.494087,0.738805,0.505583,0.808267,0.514171,0.870232,0.424998,0.612119,0.405845,0.74656,0.392852,0.83156,0.379717,0.900955,0.384985,0.568141,0.37346,0.641553,0.413551,0.576362,0.441056,0.519668,0.356195,0.503357,0,0,0.361342,0.548192,0.396675,0.504418,0.488374,1
108,'2025/11/15 19:22:00:091',1,0.420342,0.318234,0.476979,0.380011,0.498878,0.476444,0.527757,0.437532,0.562508,0.459049,0.611691,0.477169,0.729442,0.487999,0.800157,0.494127,0.86434,0.407106,0.605169,0.389624,0.740427,0.376901,0.825776,0.363078,0.897027,0.365358,0.564075,0.352543,0.639544,0.388973,0.575834,0.414353,0.521114,0.334484,0.501362,0,0,0.342171,0.537178,0.376669,0.491193,0.47038,1
109,'2025/11/15 19:22:00:099',1,0.402745,0.30311,0.458671,0.37275,0.474371,0.443071,0.515404,0.404608,0.545926,0.437731,0.603591,0.459127,0.721543,0.470199,0.793921,0.476951,0.858547,0.387967,0.595458,0.373215,0.729883,0.360949,0.818071,0.348365,0.891439,0.347133,0.553604,0.334195,0.631564,0.370631,0.570598,0.396195,0.515282,0.317098,0.489519,0,0,0.322391,0.532026,0.357147,0.487045,0.463321,1
110,'2025/11/15 19:22:00:148',1,0.378313,0.297647,0.437156,0.364048,0.454488,0.427419,0.507192,0.389265,0.541548,0.419748,0.595425,0.445364,0.710696,0.459434,0.782439,0.468083,0.846812,0.370291,0.588905,0.35749,0.728217,0.348562,0.816471,0.338263,0.891028,0.328974,0.548545,0.319177,0.627991,0.353091,0.559539,0.374887,0.501149,0.298838,0.486794,0,0,0.308794,0.529719,0.344875,0.481312,0.455442,1
111,'2025/11/15 19:22:00:200',1,0.354314,0.290293,0.415245,0.354208,0.437543,0.418473,0.5002,0.377429,0.528744,0.400214,0.58665,0.427029,0.701515,0.442176,0.770568,0.45166,0.834232,0.350503,0.581169,0.339793,0.720378,0.333064,0.807984,0.323407,0.880435,0.306942,0.541016,0.304309,0.622758,0.343975,0.548427,0.367347,0.484796,0.273064,0.478359,0,0,0.28756,0.527047,0.324697,0.478377,0.443629,1
112,'2025/11/15 19:22:00:205',1,0.331027,0.277761,0.394636,0.340143,0.419241,0.399972,0.504941,0.358299,0.53628,0.37886,0.577154,0.404578,0.69326,0.418422,0.763212,0.428372,0.824705,0.329204,0.57116,0.315816,0.712879,0.311499,0.801661,0.305519,0.873371,0.285226,0.530911,0.286025,0.610642,0.327606,0.545925,0.351861,0.486003,0.251135,0.470633,0,0,0.267674,0.518894,0.305124,0.475248,0.437983,1
113,'2025/11/15 19:22:00:260',1,0.309951,0.270229,0.373419,0.336439,0.401143,0.378834,0.499151,0.333094,0.518219,0.354875,0.569997,0.380028,0.685163,0.393769,0.755619,0.402785,0.819143,0.303521,0.566468,0.291302,0.706795,0.286626,0.793839,0.278877,0.864362,0.258772,0.528717,0.262125,0.604732,0.304111,0.535873,0.327692,0.474253,0.224616,0.470108,0,0,0.244954,0.512655,0.282899,0.467826,0.435585,1
